,Checkpoint Step,Accuracy (normalized),Task,Language
7,0.5714285714285714,0.019014097045969534,dev_LAS,el
8,0.6530612244897959,0.027574047561653298,dev_LAS,el
9,0.7346938775510203,0.03983113116161122,dev_LAS,el
10,0.8163265306122448,0.0572160955943269,dev_LAS,el
11,0.8979591836734693,0.08154459376490912,dev_LAS,el
12,0.9795918367346939,0.11495631787862101,dev_LAS,el
13,1.0612244897959182,0.1596779467103033,dev_LAS,el
14,1.1428571428571428,0.21752167316204304,dev_LAS,el
15,1.2244897959183672,0.2891102598323861,dev_LAS,el
16,1.3061224489795917,0.3730274677663898,dev_LAS,el
17,1.3877551020408163,0.46535755634669707,dev_LAS,el
18,1.4693877551020407,0.5601242623712626,dev_LAS,el
19,1.5510204081632653,0.650701672391958,dev_LAS,el
20,1.6326530612244896,0.7315662107948414,dev_LAS,el
21,1.7142857142857142,0.7994791097526409,dev_LAS,el
22,1.7959183673469385,0.8536475312269064,dev_LAS,el
23,1.8775510204081631,0.895102920155242,dev_LAS,el
24,1.9591836734693877,0.9258359520640633,dev_LAS,el
25,2.0408163265306123,0.9480869535918909,dev_LAS,el
26,2.1224489795918364,0.9639222607737821,dev_LAS,el
27,2.204081632653061,0.9750543351648753,dev_LAS,el
28,2.2857142857142856,0.9828127650338343,dev_LAS,el
29,2.36734693877551,0.9881874537587163,dev_LAS,el
30,2.4489795918367343,0.9918952623357677,dev_LAS,el
31,2.530612244897959,0.9944457782498474,dev_LAS,el
32,2.6122448979591835,0.9961967385428347,dev_LAS,el
33,2.693877551020408,0.9973971559236846,dev_LAS,el
34,2.7755102040816326,0.9982193647039475,dev_LAS,el
35,2.8571428571428568,0.998782164230388,dev_LAS,el
36,2.9387755102040813,0.9991672299655211,dev_LAS,el
37,3.020408163265306,0.9994306117308369,dev_LAS,el
38,3.1020408163265305,0.9996107256971417,dev_LAS,el
39,3.1836734693877546,0.9997338795810692,dev_LAS,el
40,3.265306122448979,0.999818078623228,dev_LAS,el
41,3.346938775510204,0.9998756408636984,dev_LAS,el
42,3.4285714285714284,0.9999149912267827,dev_LAS,el
43,3.510204081632653,0.9999418908674628,dev_LAS,el
44,3.591836734693877,0.9999602788934345,dev_LAS,el
45,3.6734693877551017,0.9999728483793016,dev_LAS,el
46,3.7551020408163263,0.9999814404069296,dev_LAS,el
47,3.836734693877551,0.9999873135544213,dev_LAS,el
48,3.9183673469387754,0.999991328171815,dev_LAS,el
49,4.0,0.9999940723736946,dev_LAS,el
0,0.0,0.0032817129331134754,dev_Lemmas,el
1,0.08163265306122448,0.004370354513916682,dev_Lemmas,el
2,0.16326530612244897,0.005818022809904747,dev_Lemmas,el
3,0.24489795918367346,0.007741498749462901,dev_Lemmas,el
4,0.32653061224489793,0.010294303668188346,dev_Lemmas,el
5,0.4081632653061224,0.013677307661160912,dev_Lemmas,el
6,0.4897959183673469,0.01815167390992508,dev_Lemmas,el
7,0.5714285714285714,0.024054078080482287,dev_Lemmas,el
8,0.6530612244897959,0.03181358653039317,dev_Lemmas,el
9,0.7346938775510203,0.0419685625702163,dev_Lemmas,el
10,0.8163265306122448,0.0551802883286502,dev_Lemmas,el
11,0.8979591836734693,0.07223747111808121,dev_Lemmas,el
12,0.9795918367346939,0.09404250992156837,dev_Lemmas,el
13,1.0612244897959182,0.12156700505658384,dev_Lemmas,el
14,1.1428571428571428,0.1557623465823424,dev_Lemmas,el
15,1.2244897959183672,0.1974147590558429,dev_Lemmas,el
16,1.3061224489795917,0.24694739535256227,dev_Lemmas,el
17,1.3877551020408163,0.3041975803815537,dev_Lemmas,el
18,1.4693877551020407,0.36823018096077903,dev_Lemmas,el
19,1.5510204081632653,0.4372708943064432,dev_Lemmas,el
20,1.6326530612244896,0.5088305766139175,dev_Lemmas,el
21,1.7142857142857142,0.5800302106751608,dev_Lemmas,el
22,1.7959183673469385,0.6480477439529685,dev_Lemmas,el
23,1.8775510204081631,0.7105466118560189,dev_Lemmas,el
24,1.9591836734693877,0.7659553026800046,dev_Lemmas,el
25,2.0408163265306123,0.8135407250401885,dev_Lemmas,el
26,2.1224489795918364,0.8533041393091421,dev_Lemmas,el
27,2.204081632653061,0.8857783609440016,dev_Lemmas,el
28,2.2857142857142856,0.9118067330632635,dev_Lemmas,el
29,2.36734693877551,0.9323568075758523,dev_Lemmas,el
30,2.4489795918367343,0.9483895073734112,dev_Lemmas,el
31,2.530612244897959,0.9607820005115146,dev_Lemmas,el
32,2.6122448979591835,0.9702920711626621,dev_Lemmas,el
33,2.693877551020408,0.9775499069525851,dev_Lemmas,el
34,2.7755102040816326,0.9830655537603039,dev_Lemmas,el
35,2.8571428571428568,0.9872437730248375,dev_Lemmas,el
36,2.9387755102040813,0.9904011701359878,dev_Lemmas,el
37,3.020408163265306,0.9927827675415686,dev_Lemmas,el
38,3.1020408163265305,0.9945766946655457,dev_Lemmas,el
39,3.1836734693877546,0.9959265498863127,dev_Lemmas,el
40,3.265306122448979,0.9969414607099202,dev_Lemmas,el
41,3.346938775510204,0.9977040867658444,dev_Lemmas,el
42,3.4285714285714284,0.9982768858452454,dev_Lemmas,el
43,3.510204081632653,0.9987069645635872,dev_Lemmas,el
44,3.591836734693877,0.9990298025988208,dev_Lemmas,el
45,3.6734693877551017,0.9992720949425975,dev_Lemmas,el
46,3.7551020408163263,0.9994539114592861,dev_Lemmas,el
47,3.836734693877551,0.9995903323669508,dev_Lemmas,el
48,3.9183673469387754,0.9996926838148527,dev_Lemmas,el
49,4.0,0.9997694696528338,dev_Lemmas,el
0,0.0,0.0013601409455676406,dev_MLAS,el
1,0.08163265306122448,0.0019049836110358166,dev_MLAS,el
2,0.16326530612244897,0.0026674953329140915,dev_MLAS,el
3,0.24489795918367346,0.003734077334570496,dev_MLAS,el
4,0.32653061224489793,0.005224891548726319,dev_MLAS,el
5,0.4081632653061224,0.00730654172371944,dev_MLAS,el
6,0.4897959183673469,0.010209031258341834,dev_MLAS,el
7,0.5714285714285714,0.01424797235615714,dev_MLAS,el
8,0.6530612244897959,0.019852766796521117,dev_MLAS,el
9,0.7346938775510203,0.02760061358838368,dev_MLAS,el
10,0.8163265306122448,0.03825416383935723,dev_MLAS,el
11,0.8979591836734693,0.052796603394147754,dev_MLAS,el
12,0.9795918367346939,0.07245093072228996,dev_MLAS,el
13,1.0612244897959182,0.09865978430520102,dev_MLAS,el
14,1.1428571428571428,0.1329902313986254,dev_MLAS,el
15,1.2244897959183672,0.1769217459903708,dev_MLAS,el
16,1.3061224489795917,0.23149070256782614,dev_MLAS,el
17,1.3877551020408163,0.2968210160944547,dev_MLAS,el
18,1.4693877551020407,0.3716718235897136,dev_MLAS,el
19,1.5510204081632653,0.45323198011410515,dev_MLAS,el
20,1.6326530612244896,0.5373826815019012,dev_MLAS,el
21,1.7142857142857142,0.6194562888684532,dev_MLAS,el
22,1.7959183673469385,0.6952271537214312,dev_MLAS,el
23,1.8775510204081631,0.7617145777656154,dev_MLAS,el
24,1.9591836734693877,0.8175048913988276,dev_MLAS,el
25,2.0408163265306123,0.8625892876307164,dev_MLAS,el
26,2.1224489795918364,0.897926505286321,dev_MLAS,el
27,2.204081632653061,0.9249667151575657,dev_MLAS,el
28,2.2857142857142856,0.9452802504494927,dev_MLAS,el
29,2.36734693877551,0.9603302215604389,dev_MLAS,el
30,2.4489795918367343,0.9713662742334842,dev_MLAS,el
31,2.530612244897959,0.9793979845513222,dev_MLAS,el
32,2.6122448979591835,0.9852111138090262,dev_MLAS,el
33,2.693877551020408,0.9894017417698855,dev_MLAS,el
34,2.7755102040816326,0.9924140427770202,dev_MLAS,el
35,2.8571428571428568,0.9945748640036952,dev_MLAS,el
36,2.9387755102040813,0.9961225911076317,dev_MLAS,el
37,3.020408163265306,0.9972299997434426,dev_MLAS,el
38,3.1020408163265305,0.9980217546918303,dev_MLAS,el
39,3.1836734693877546,0.9985875212171473,dev_MLAS,el
40,3.265306122448979,0.9989916453242828,dev_MLAS,el
41,3.346938775510204,0.999280228880066,dev_MLAS,el
42,3.4285714285714284,0.9994862644561047,dev_MLAS,el
43,3.510204081632653,0.9996333436758729,dev_MLAS,el
44,3.591836734693877,0.9997383260743739,dev_MLAS,el
45,3.6734693877551017,0.999813255138613,dev_MLAS,el
46,3.7551020408163263,0.9998667314874528,dev_MLAS,el
47,3.836734693877551,0.9999048957798228,dev_MLAS,el
48,3.9183673469387754,0.9999321316516682,dev_MLAS,el
49,4.0,0.9999515681137298,dev_MLAS,el
0,0.0,0.0012058928672000746,dev_UAS,el
1,0.08163265306122448,0.0017874295416796628,dev_UAS,el
2,0.16326530612244897,0.002648666090486998,dev_UAS,el
3,0.24489795918367346,0.003923241003594687,dev_UAS,el
4,0.32653061224489793,0.005807587565139642,dev_UAS,el
5,0.4081632653061224,0.008589188125450068,dev_UAS,el
6,0.4897959183673469,0.012686063283654521,dev_UAS,el
7,0.5714285714285714,0.018700208740364512,dev_UAS,el
8,0.6530612244897959,0.02748613599900514,dev_UAS,el
9,0.7346938775510203,0.040230726359796104,dev_UAS,el
10,0.8163265306122448,0.0585290020885455,dev_UAS,el
11,0.8979591836734693,0.08441791145999551,dev_UAS,el
12,0.9795918367346939,0.12029498562938234,dev_UAS,el
13,1.0612244897959182,0.16861163554287922,dev_UAS,el
14,1.1428571428571428,0.2312336793359816,dev_UAS,el
15,1.2244897959183672,0.30848374072127505,dev_UAS,el
16,1.3061224489795917,0.39817459184369475,dev_UAS,el
17,1.3877551020408163,0.49526612226155675,dev_UAS,el
18,1.4693877551020407,0.592716003676481,dev_UAS,el
19,1.5510204081632653,0.6833792676961019,dev_UAS,el
20,1.6326530612244896,0.7619655797163954,dev_UAS,el
21,1.7142857142857142,0.8260125536268453,dev_UAS,el
22,1.7959183673469385,0.8756392469406781,dev_UAS,el
23,1.8775510204081631,0.9126084452142635,dev_UAS,el
24,1.9591836734693877,0.939348888192946,dev_UAS,el
25,2.0408163265306123,0.9582812129753309,dev_UAS,el
26,2.1224489795918364,0.9714831960468834,dev_UAS,el
27,2.204081632653061,0.9805920009870347,dev_UAS,el
28,2.2857142857142856,0.986830722921046,dev_UAS,el
29,2.36734693877551,0.9910822390830747,dev_UAS,el
30,2.4489795918367343,0.9939696003933344,dev_UAS,el
31,2.530612244897959,0.9959259449393842,dev_UAS,el
32,2.6122448979591835,0.9972493807296081,dev_UAS,el
33,2.693877551020408,0.9981437065299872,dev_UAS,el
34,2.7755102040816326,0.9987476198381698,dev_UAS,el
35,2.8571428571428568,0.9991552265718263,dev_UAS,el
36,2.9387755102040813,0.9994302469909856,dev_UAS,el
37,3.020408163265306,0.999615767501692,dev_UAS,el
38,3.1020408163265305,0.9997408952870688,dev_UAS,el
39,3.1836734693877546,0.9998252815262979,dev_UAS,el
40,3.265306122448979,0.9998821877628367,dev_UAS,el
41,3.346938775510204,0.9999205609708154,dev_UAS,el
42,3.4285714285714284,0.9999464361204959,dev_UAS,el
43,3.510204081632653,0.999963883433192,dev_UAS,el
44,3.591836734693877,0.99997564778734,dev_UAS,el
45,3.6734693877551017,0.9999835801671847,dev_UAS,el
46,3.7551020408163263,0.9999889287180266,dev_UAS,el
47,3.836734693877551,0.9999925350597442,dev_UAS,el
48,3.9183673469387754,0.9999949666833798,dev_UAS,el
49,4.0,0.9999966062345762,dev_UAS,el
0,0.0,0.0033948371155804796,dev_UPOS,el
1,0.08163265306122448,0.004618589260836498,dev_UPOS,el
2,0.16326530612244897,0.006280692776055606,dev_UPOS,el
3,0.24489795918367346,0.008535812381461613,dev_UPOS,el
4,0.32653061224489793,0.01159120104015524,dev_UPOS,el
5,0.4081632653061224,0.015722920342722765,dev_UPOS,el
6,0.4897959183673469,0.021295672408084377,dev_UPOS,el
7,0.5714285714285714,0.02878583703292774,dev_UPOS,el
8,0.6530612244897959,0.03880600290670446,dev_UPOS,el
9,0.7346938775510203,0.052126919228527205,dev_UPOS,el
10,0.8163265306122448,0.06968896994869,dev_UPOS,el
11,0.8979591836734693,0.09258987596700631,dev_UPOS,el
12,0.9795918367346939,0.12202924849318293,dev_UPOS,el
13,1.0612244897959182,0.15918691209205826,dev_UPOS,el
14,1.1428571428571428,0.20501695096356048,dev_UPOS,el
15,1.2244897959183672,0.2599620264376271,dev_UPOS,el
16,1.3061224489795917,0.3236378014452816,dev_UPOS,el
17,1.3877551020408163,0.39459409087461333,dev_UPOS,el
18,1.4693877551020407,0.4702902041114951,dev_UPOS,el
19,1.5510204081632653,0.5473781459528091,dev_UPOS,el
20,1.6326530612244896,0.62225839413898,dev_UPOS,el
21,1.7142857142857142,0.6917273482964206,dev_UPOS,el
22,1.7959183673469385,0.753481875381661,dev_UPOS,el
23,1.8775510204081631,0.8063290995322389,dev_UPOS,el
24,1.9591836734693877,0.8501010518421206,dev_UPOS,el
25,2.0408163265306123,0.8853862322174693,dev_UPOS,el
26,2.1224489795918364,0.9132134694305719,dev_UPOS,el
27,2.204081632653061,0.9347821576920089,dev_UPOS,el
28,2.2857142857142856,0.9512764684367144,dev_UPOS,el
29,2.36734693877551,0.9637609081867878,dev_UPOS,el
30,2.4489795918367343,0.9731367914107186,dev_UPOS,el
31,2.530612244897959,0.9801369136213672,dev_UPOS,el
32,2.6122448979591835,0.9853403950726639,dev_UPOS,el
33,2.693877551020408,0.9891957601098588,dev_UPOS,el
34,2.7755102040816326,0.9920453787885447,dev_UPOS,el
35,2.8571428571428568,0.9941478568684585,dev_UPOS,el
36,2.9387755102040813,0.9956970413868369,dev_UPOS,el
37,3.020408163265306,0.9968374290158458,dev_UPOS,el
38,3.1020408163265305,0.997676291797342,dev_UPOS,el
39,3.1836734693877546,0.9982930296748986,dev_UPOS,el
40,3.265306122448979,0.99874628419077,dev_UPOS,el
41,3.346938775510204,0.9990792963212475,dev_UPOS,el
42,3.4285714285714284,0.999323913611278,dev_UPOS,el
43,3.510204081632653,0.9995035720144061,dev_UPOS,el
44,3.591836734693877,0.9996355066804633,dev_UPOS,el
45,3.6734693877551017,0.9997323867242592,dev_UPOS,el
46,3.7551020408163263,0.9998035217197486,dev_UPOS,el
47,3.836734693877551,0.9998557508614601,dev_UPOS,el
48,3.9183673469387754,0.9998940975816936,dev_UPOS,el
49,4.0,0.9999222511276483,dev_UPOS,el
0,0.0,0.009577994220575557,dev_BLEX,en
1,0.08163265306122448,0.011899608795934673,dev_BLEX,en
2,0.16326530612244897,0.014775565462469087,dev_BLEX,en
3,0.24489795918367346,0.01833370087381217,dev_BLEX,en
4,0.32653061224489793,0.02272891129659219,dev_BLEX,en
5,0.4081632653061224,0.028147590358128964,dev_BLEX,en
6,0.4897959183673469,0.03481209039680763,dev_BLEX,en
7,0.5714285714285714,0.042984750559984276,dev_BLEX,en
8,0.6530612244897959,0.052970766977186765,dev_BLEX,en
9,0.7346938775510203,0.06511883323528396,dev_BLEX,en
10,0.8163265306122448,0.07981807018605296,dev_BLEX,en
11,0.8979591836734693,0.09748935139098099,dev_BLEX,en
12,0.9795918367346939,0.11856883950534997,dev_BLEX,en
13,1.0612244897959182,0.14348159404697383,dev_BLEX,en
14,1.1428571428571428,0.17260379519275537,dev_BLEX,en
15,1.2244897959183672,0.20621378442991395,dev_BLEX,en
16,1.3061224489795917,0.24443495887850145,dev_BLEX,en
17,1.3877551020408163,0.2871773941144144,dev_BLEX,en
18,1.4693877551020407,0.3340890624635502,dev_BLEX,en
19,1.5510204081632653,0.38453005112618893,dev_BLEX,en
20,1.6326530612244896,0.4375822941063375,dev_BLEX,en
21,1.7142857142857142,0.49210168471397403,dev_BLEX,en
22,1.7959183673469385,0.5468095850978109,dev_BLEX,en
23,1.8775510204081631,0.6004096798773528,dev_BLEX,en
24,1.9591836734693877,0.6517082595390303,dev_BLEX,en
25,2.0408163265306123,0.6997149165218042,dev_BLEX,en
26,2.1224489795918364,0.7437068120428534,dev_BLEX,en
27,2.204081632653061,0.7832502823198781,dev_BLEX,en
28,2.2857142857142856,0.8181841573933448,dev_BLEX,en
29,2.36734693877551,0.8485761881676406,dev_BLEX,en
30,2.4489795918367343,0.8746661627995431,dev_BLEX,en
31,2.530612244897959,0.8968075459031947,dev_BLEX,en
32,2.6122448979591835,0.9154157069989273,dev_BLEX,en
33,2.693877551020408,0.9309268004147061,dev_BLEX,en
34,2.7755102040816326,0.9437681913025384,dev_BLEX,en
35,2.8571428571428568,0.9543393364120208,dev_BLEX,en
36,2.9387755102040813,0.963001096627242,dev_BLEX,en
37,3.020408163265306,0.9700712632337637,dev_BLEX,en
38,3.1020408163265305,0.975824300295089,dev_BLEX,en
39,3.1836734693877546,0.9804936996210247,dev_BLEX,en
40,3.265306122448979,0.9842757634615192,dev_BLEX,en
41,3.346938775510204,0.9873339981960927,dev_BLEX,en
42,3.4285714285714284,0.9898035931438423,dev_BLEX,en
43,3.510204081632653,0.9917956719798646,dev_BLEX,en
44,3.591836734693877,0.9934011517267622,dev_BLEX,en
45,3.6734693877551017,0.9946941408124961,dev_BLEX,en
46,3.7551020408163263,0.9957348672603454,dev_BLEX,en
47,3.836734693877551,0.9965721621872831,dev_BLEX,en
48,3.9183673469387754,0.9972455411197481,dev_BLEX,en
49,4.0,0.9977869324062978,dev_BLEX,en
0,0.0,0.010344867480020123,dev_CLAS,en
1,0.08163265306122448,0.01281683941453192,dev_CLAS,en
2,0.16326530612244897,0.015870032464384405,dev_CLAS,en
3,0.24489795918367346,0.01963608175295252,dev_CLAS,en
4,0.32653061224489793,0.024273792594249156,dev_CLAS,en
5,0.4081632653061224,0.029973363518512867,dev_CLAS,en
6,0.4897959183673469,0.03696051949249291,dev_CLAS,en
7,0.5714285714285714,0.04550006652360748,dev_CLAS,en
8,0.6530612244897959,0.05589811320205088,dev_CLAS,en
9,0.7346938775510203,0.06850186963688398,dev_CLAS,en
10,0.8163265306122448,0.08369555345788883,dev_CLAS,en
11,0.8979591836734693,0.1018905721674272,dev_CLAS,en
12,0.9795918367346939,0.12350794196228014,dev_CLAS,en
13,1.0612244897959182,0.14895105732313924,dev_CLAS,en
14,1.1428571428571428,0.1785677267405077,dev_CLAS,en
15,1.2244897959183672,0.2126021247942132,dev_CLAS,en
16,1.3061224489795917,0.2511401125546143,dev_CLAS,en
17,1.3877551020408163,0.29405498498857385,dev_CLAS,en
18,1.4693877551020407,0.3409642255296905,dev_CLAS,en
19,1.5510204081632653,0.39120974836501,dev_CLAS,en
20,1.6326530612244896,0.44387265037386286,dev_CLAS,en
21,1.7142857142857142,0.49782768976776814,dev_CLAS,en
22,1.7959183673469385,0.5518333689029695,dev_CLAS,en
23,1.8775510204081631,0.6046435495224214,dev_CLAS,en
24,1.9591836734693877,0.6551199484833791,dev_CLAS,en
25,2.0408163265306123,0.7023245849433568,dev_CLAS,en
26,2.1224489795918364,0.7455774038248966,dev_CLAS,en
27,2.204081632653061,0.7844741269826996,dev_CLAS,en
28,2.2857142857142856,0.818868904452573,dev_CLAS,en
29,2.36734693877551,0.8488324855856905,dev_CLAS,en
30,2.4489795918367343,0.8745984184753122,dev_CLAS,en
31,2.530612244897959,0.8965080936974743,dev_CLAS,en
32,2.6122448979591835,0.914961993246179,dev_CLAS,en
33,2.693877551020408,0.9303808634449791,dev_CLAS,en
34,2.7755102040816326,0.9431776475767478,dev_CLAS,en
35,2.8571428571428568,0.953739194954993,dev_CLAS,en
36,2.9387755102040813,0.9624158970287886,dev_CLAS,en
37,3.020408163265306,0.9695172062107001,dev_CLAS,en
38,3.1020408163265305,0.9753111820925304,dev_CLAS,en
39,3.1836734693877546,0.9800265638114195,dev_CLAS,en
40,3.265306122448979,0.9838562496292104,dev_CLAS,en
41,3.346938775510204,0.9869614048513491,dev_CLAS,en
42,3.4285714285714284,0.9894756906417942,dev_CLAS,en
43,3.510204081632653,0.9915093074008735,dev_CLAS,en
44,3.591836734693877,0.9931526868474552,dev_CLAS,en
45,3.6734693877551017,0.9944797599601928,dev_CLAS,en
46,3.7551020408163263,0.9955507861576439,dev_CLAS,en
47,3.836734693877551,0.9964147630848065,dev_CLAS,en
48,3.9183673469387754,0.9971114542063911,dev_CLAS,en
49,4.0,0.9976730789351604,dev_CLAS,en
0,0.0,0.008134536020934658,dev_LAS,en
1,0.08163265306122448,0.010252324836525994,dev_LAS,en
2,0.16326530612244897,0.012914291396761325,dev_LAS,en
3,0.24489795918367346,0.01625607265861259,dev_LAS,en
4,0.32653061224489793,0.02044468310452158,dev_LAS,en
5,0.4081632653061224,0.02568437108541994,dev_LAS,en
6,0.4897959183673469,0.03222274450830184,dev_LAS,en
7,0.5714285714285714,0.04035662469498025,dev_LAS,en
8,0.6530612244897959,0.05043670812934126,dev_LAS,en
9,0.7346938775510203,0.06286959934563413,dev_LAS,en
10,0.8163265306122448,0.07811513718302417,dev_LAS,en
11,0.8979591836734693,0.09667624964735494,dev_LAS,en
12,0.9795918367346939,0.11907803375353984,dev_LAS,en
13,1.0612244897959182,0.1458327258041956,dev_LAS,en
14,1.1428571428571428,0.17738824135436787,dev_LAS,en
15,1.2244897959183672,0.21406063382724555,dev_LAS,en
16,1.3061224489795917,0.2559555259130027,dev_LAS,en
17,1.3877551020408163,0.30288992309361856,dev_LAS,en
18,1.4693877551020407,0.3543321060789394,dev_LAS,en
19,1.5510204081632653,0.4093803849877577,dev_LAS,en
20,1.6326530612244896,0.4667978835445853,dev_LAS,en
21,1.7142857142857142,0.5251086214094611,dev_LAS,en
22,1.7959183673469385,0.5827425963776269,dev_LAS,en
